MountainCar_mu0_higher,IWLastEpisode,ReturnStepMax,DenMISELogFirst,ReturnAbsMax,Iteration,MountainCar_std1_higher,ReturnMax,ReturnLastEpisode,ReturnMin,IWMean,NumTrajectories,Regret,NumTrainableParams,MinEpLen,DenMISELogLast,IWFirstEpisode,GridSize,TimestepsSoFar,MountainCar_mu1_higher,DenMISEMeanLog,Delta,Bound,AvgEpLen,Regret/t,IWMin,ActionIn1,TimeElapsed,IWMax,ReturnMean,MountainCar_std0_higher
-1.0,1.9280967e+17,37.135635,-13.698852,3.7358232,3215,1.5,,-1.7722391,-3.7358232,1.1913154e+26,3215,22133.176,,999,-40.598038,4.186708e-16,225,3211785,-10.0,-28.386751,5.2048844e-11,inf,999.0,6.884347,,-12.471033,8763.817094564438,1.1184125e+27,-1.8843467,0.14999999
-1.0,3.9497454e+18,37.135635,-13.6991625,3.7358232,3216,1.5,,-1.9973215,-3.7358232,1.1913088e+26,3216,22140.172,,999,-43.655804,4.188002e-16,225,3212784,-10.0,-28.391567,5.201648e-11,inf,999.0,6.8843822,,-10.89719,8767.052659511566,1.1187581e+27,-1.884382,0.14999999
-1.0,0.11134288,37.135635,-13.699473,3.7358232,3217,1.5,,-1.3618636,-3.7358232,1.191299e+26,3217,22146.535,,999,1.1858711,4.1893122e-16,225,3213783,-10.0,-28.382448,5.1984146e-11,inf,999.0,6.8842196,,-9.210234,8770.37621665001,1.1191038e+27,-1.8842195,0.14999999
-1.0,1.1148514e+27,37.135635,-13.699784,3.7358232,3218,1.5,,-1.8275602,-3.7358232,1.194757e+26,3218,22153.361,,999,-63.329727,4.1906068e-16,225,3214782,-10.0,-28.393402,5.1951846e-11,inf,999.0,6.884202,,-10.45156,8773.73151397705,1.1194497e+27,-1.8842018,0.14999999
-1.0,168.86093,37.135635,-13.700094,3.7358232,3219,1.5,,-1.9724644,-3.7358232,1.1947474e+26,3219,22160.334,,999,-5.574205,4.191918e-16,225,3215781,-10.0,-28.386387,5.191957e-11,inf,999.0,6.884229,,-10.545058,8777.143458843231,1.1197914e+27,-1.8842293,0.14999999
-1.0,71.31183,37.135635,-13.700405,3.7358232,3220,1.5,,-2.1671069,-3.7358232,1.1947414e+26,3220,22167.5,,999,-4.8657207,4.1932133e-16,225,3216780,-10.0,-28.379158,5.1887324e-11,inf,999.0,6.884317,,-12.48993,8780.52873134613,1.1201374e+27,-1.884317,0.14999999
-1.0,3.2318707e+22,37.135635,-13.700716,3.7358232,3221,1.5,,-1.634907,-3.7358232,1.1947319e+26,3221,22174.137,,999,-52.860535,4.1945093e-16,225,3217779,-10.0,-28.38685,5.1855114e-11,inf,999.0,6.8842397,,-11.5014515,8783.786472320557,1.1204836e+27,-1.8842396,0.14999999
-1.0,565.7447,37.135635,-13.701026,3.7358232,3222,1.5,,-1.5314107,-3.7358232,1.1947225e+26,3222,22180.668,,999,-7.1202188,4.1958214e-16,225,3218778,-10.0,-28.380325,5.182293e-11,inf,999.0,6.88413,,-8.989275,8787.40578842163,1.1208256e+27,-1.88413,0.14999999
-1.0,1.8400356e+26,37.135635,-13.701337,3.7358232,3223,1.5,,-2.7099013,-3.7358232,1.1952877e+26,3223,22188.377,,999,-63.34011,4.1971181e-16,225,3219777,-10.0,-28.391241,5.179078e-11,inf,999.0,6.884386,,-11.709695,8791.563487529755,1.121172e+27,-1.8843863,0.14999999
-1.0,188720.38,37.135635,-13.701647,3.7358232,3224,1.5,,-1.5498351,-3.7358232,1.1952785e+26,3224,22194.926,,999,-12.865803,4.1984152e-16,225,3220776,-10.0,-28.386515,5.1758653e-11,inf,999.0,6.8842826,,-13.612197,8795.612568616867,1.1215184e+27,-1.8842825,0.14999999
-1.0,2.9723744e+26,37.135635,-13.701957,3.7358232,3225,1.5,,-1.5183026,-3.7358232,1.1961911e+26,3225,22201.445,,999,-63.34073,4.1997288e-16,225,3221775,-10.0,-28.397434,5.172656e-11,inf,999.0,6.884169,,-13.488745,8799.191754102707,1.1218608e+27,-1.8841691,0.14999999
-1.0,5.8007425e+26,37.135635,-13.702267,3.7358232,3226,1.5,,-1.9848868,-3.7358232,1.1979834e+26,3226,22208.43,,999,-63.34104,4.2010267e-16,225,3222774,-10.0,-28.408298,5.16945e-11,inf,999.0,6.8842,,-12.238772,8802.831188678741,1.12220745e+27,-1.8842003,0.14999999
-1.0,4366064700000.0,37.135635,-13.702577,3.7358232,3227,1.5,,-2.029162,-3.7358232,1.1979745e+26,3227,22215.459,,999,-29.811275,4.202325e-16,225,3223773,-10.0,-28.40886,5.1662463e-11,inf,999.0,6.884245,,-11.096871,8806.727744340897,1.12255e+27,-1.8842452,0.14999999
-1.0,0.10010264,37.135635,-13.702887,3.7358232,3228,1.5,,-2.210123,-3.7358232,1.1979657e+26,3228,22222.67,,999,1.72151,4.2036395e-16,225,3224772,-10.0,-28.3996,5.163046e-11,inf,999.0,6.884346,,-8.1753,8810.635215044022,1.1228969e+27,-1.8843461,0.14999999
-1.0,3.320746e+26,37.135635,-13.703197,3.7358232,3229,1.5,,-1.540573,-3.7358232,1.1989853e+26,3229,22229.21,,999,-63.34197,4.2049386e-16,225,3225771,-10.0,-28.41046,5.1598482e-11,inf,999.0,6.8842397,,-12.183357,8814.307741641998,1.12323966e+27,-1.8842397,0.14999999
-1.0,4938556000000.0,37.135635,-13.703506,3.7358232,3230,1.5,,-1.8149779,-3.7358232,1.1989798e+26,3230,22236.025,,999,-29.89704,4.206238e-16,225,3226770,-10.0,-28.41099,5.156654e-11,inf,999.0,6.884218,,-12.973042,8818.226844549179,1.1235825e+27,-1.8842183,0.14999999
-1.0,3.1377975e+24,37.135635,-13.703815,3.7358232,3231,1.5,,-0.5666538,-3.7358232,1.1989813e+26,3231,22241.592,,999,-63.34259,4.207538e-16,225,3227769,-10.0,-28.421932,5.1534624e-11,inf,999.0,6.8838105,,-13.540886,8822.050384521484,1.1239297e+27,-1.8838105,0.14999999
-1.0,3.0341341e+26,37.135635,-13.704125,3.7358232,3232,1.5,,-2.489538,-3.7358232,1.1999116e+26,3232,22249.082,,999,-63.3429,4.2088384e-16,225,3228768,-10.0,-28.432777,5.1502743e-11,inf,999.0,6.883998,,-14.206263,8825.988467216492,1.12427275e+27,-1.8839978,0.14999999
-1.0,2.0772139e+26,37.135635,-13.704434,3.7358232,3233,1.5,,-2.2131996,-3.7358232,1.2005456e+26,3233,22256.295,,999,-63.34321,4.2101391e-16,225,3229767,-10.0,-28.443647,5.1470883e-11,inf,999.0,6.8841,,-11.405509,8829.941330432892,1.1246202e+27,-1.8840997,0.14999999
-1.0,2.112955,37.135635,-13.704743,3.7358232,3234,1.5,,-1.9644452,-3.7358232,1.2005372e+26,3234,22263.258,,999,-1.1495383,4.2114401e-16,225,3230766,-10.0,-28.435335,5.1439058e-11,inf,999.0,6.8841248,,-8.385094,8833.780995368958,1.1249635e+27,-1.8841245,0.14999999
-1.0,3.1022262e+26,37.135635,-13.705052,3.7358232,3235,1.5,,-1.3728487,-3.7358232,1.201488e+26,3235,22269.633,,999,-63.343826,4.2127417e-16,225,3231765,-10.0,-28.44616,5.1407264e-11,inf,999.0,6.8839664,,-10.474794,8837.79254245758,1.1253068e+27,-1.8839666,0.14999999
-1.0,1105.1324,37.135635,-13.705362,3.7358232,3236,1.5,,-2.2752137,-3.7358232,1.2014799e+26,3236,22276.906,,999,-7.796977,4.2140434e-16,225,3232764,-10.0,-28.439856,5.1375494e-11,inf,999.0,6.8840876,,-11.519775,8841.851331472397,1.1256503e+27,-1.8840876,0.14999999
-1.0,474.96445,37.135635,-13.705671,3.7358232,3237,1.5,,-1.558453,-3.7358232,1.2014718e+26,3237,22283.465,,999,-6.819621,4.215362e-16,225,3233763,-10.0,-28.43327,5.1343756e-11,inf,999.0,6.883987,,-14.395445,8845.17638015747,1.1259982e+27,-1.8839868,0.14999999
-1.0,1.812421e+26,37.135635,-13.705979,3.7358232,3238,1.5,,-1.9757028,-3.7358232,1.2020238e+26,3238,22290.441,,999,-63.344753,4.2166486e-16,225,3234762,-10.0,-28.44412,5.131205e-11,inf,999.0,6.884015,,-10.638185,8848.511175632477,1.1263418e+27,-1.8840151,0.14999999
-1.0,1.1398413,37.135635,-13.706288,3.7358232,3239,1.5,,-1.8125415,-3.7358232,1.2020158e+26,3239,22297.254,,999,-0.5207036,4.2179517e-16,225,3235761,-10.0,-28.43557,5.1280365e-11,inf,999.0,6.883993,,-11.88922,8852.007953882217,1.12668566e+27,-1.8839931,0.14999999
-1.0,272515990000.0,37.135635,-13.706597,3.7358232,3240,1.5,,-1.1409204,-3.7358232,1.2020078e+26,3240,22303.395,,999,-28.37333,4.219255e-16,225,3236760,-10.0,-28.435654,5.124872e-11,inf,999.0,6.883764,,-9.756257,8855.836212873459,1.1270295e+27,-1.8837638,0.14999999
-1.0,4.6532225e+16,37.135635,-13.706905,3.7358232,3241,1.5,,-2.2608428,-3.7358232,1.2020002e+26,3241,22310.656,,999,-39.43555,4.220559e-16,225,3237759,-10.0,-28.43912,5.1217097e-11,inf,999.0,6.88388,,-10.172462,8859.641300201416,1.1273735e+27,-1.8838803,0.14999999
-1.0,30.372353,37.135635,-13.707214,3.7358232,3242,1.5,,-0.99918413,-3.7358232,1.2019926e+26,3242,22316.654,,999,-6.0621824,4.2218634e-16,225,3238758,-10.0,-28.432283,5.1185504e-11,inf,999.0,6.8836074,,-10.94076,8863.488371610641,1.1277219e+27,-1.8836073,0.14999999
-1.0,0.1009295,37.135635,-13.707522,3.7358232,3243,1.5,,-1.7428502,-3.7358232,1.2019849e+26,3243,22323.398,,999,1.9130855,4.223168e-16,225,3239757,-10.0,-28.42302,5.1153942e-11,inf,999.0,6.883564,,-10.991376,8867.235520362854,1.12806614e+27,-1.8835639,0.14999999
-1.0,0.28915423,37.135635,-13.707831,3.7358232,3244,1.5,,-2.5738695,-3.7358232,1.20197435e+26,3244,22330.973,,999,-0.10581436,4.2244733e-16,225,3240756,-10.0,-28.414368,5.1122412e-11,inf,999.0,6.8837767,,-11.937751,8870.998295545578,1.1284104e+27,-1.8837767,0.14999999
-1.0,46872003000.0,37.135635,-13.708139,3.7358232,3245,1.5,,-1.3627211,-3.7358232,1.2019668e+26,3245,22337.334,,999,-25.811552,4.2257627e-16,225,3241755,-10.0,-28.413597,5.109091e-11,inf,999.0,6.883616,,-12.948073,8874.827681064606,1.1287549e+27,-1.883616,0.14999999
-1.0,3.2287104e+26,37.135635,-13.708447,3.7358232,3246,1.5,,-2.5942185,-3.7358232,1.2029545e+26,3246,22344.93,,999,-63.181877,4.2270684e-16,225,3242754,-10.0,-28.424438,5.105943e-11,inf,999.0,6.883835,,-11.274083,8878.640182256699,1.1290994e+27,-1.8838351,0.14999999
-1.0,0.10850162,37.135635,-13.7087555,3.7358232,3247,1.5,,-2.5643144,-3.7358232,1.202947e+26,3247,22352.492,,999,0.8629278,4.228375e-16,225,3243753,-10.0,-28.41549,5.1027987e-11,inf,999.0,6.8840446,,-10.171001,8882.495960950851,1.129444e+27,-1.8840448,0.14999999
-1.0,45191132.0,37.135635,-13.709064,3.7358232,3248,1.5,,-2.267524,-3.7358232,1.2029364e+26,3248,22359.762,,999,-18.508835,4.2296815e-16,225,3244752,-10.0,-28.41248,5.0996575e-11,inf,999.0,6.884163,,-12.100409,8886.42922949791,1.1297887e+27,-1.8841628,0.14999999
-1.0,176007560000000.0,37.135635,-13.709372,3.7358232,3249,1.5,,-1.3799243,-3.7358232,1.2029295e+26,3249,22366.14,,999,-34.091137,4.2309889e-16,225,3245751,-10.0,-28.41432,5.0965183e-11,inf,999.0,6.8840075,,-10.831907,8890.426552772522,1.1301336e+27,-1.8840076,0.14999999
-1.0,0.15780345,37.135635,-13.709679,3.7358232,3250,1.5,,-1.7931272,-3.7358232,1.2029224e+26,3250,22372.934,,999,1.4826248,4.23228e-16,225,3246750,-10.0,-28.405231,5.0933823e-11,inf,999.0,6.88398,,-10.057946,8893.696197986603,1.1304785e+27,-1.8839796,0.14999999
-1.0,5696.134,37.135635,-13.709987,3.7358232,3251,1.5,,-1.198606,-3.7358232,1.2029125e+26,3251,22379.133,,999,-10.347959,4.233588e-16,225,3247749,-10.0,-28.399715,5.0902497e-11,inf,999.0,6.883769,,-10.910145,8897.000848054886,1.13082356e+27,-1.8837688,0.14999999
-1.0,2.13387,37.135635,-13.710294,3.7358232,3252,1.5,,-2.8123152,-3.7358232,1.2029056e+26,3252,22386.945,,999,-2.9161656,4.2348802e-16,225,3248748,-10.0,-28.39195,5.0871196e-11,inf,999.0,6.884054,,-9.400317,8900.319871425629,1.1311644e+27,-1.8840542,0.14999999
-1.0,5.0159817e+23,37.135635,-13.710602,3.7358232,3253,1.5,,-1.9025564,-3.7358232,1.2029002e+26,3253,22393.848,,999,-55.494286,4.236189e-16,225,3249747,-10.0,-28.40041,5.0839926e-11,inf,999.0,6.88406,,-13.687322,8903.665436029434,1.1315096e+27,-1.8840598,0.14999999
-1.0,3.728861e+26,37.135635,-13.710909,3.7358232,3254,1.5,,-1.6687067,-3.7358232,1.2040364e+26,3254,22400.516,,999,-63.34968,4.237482e-16,225,3250746,-10.0,-28.411184,5.080868e-11,inf,999.0,6.8839936,,-11.330059,8906.979088068008,1.131855e+27,-1.8839937,0.14999999
-1.0,0.10762361,37.135635,-13.711216,3.7358232,3255,1.5,,-2.8112953,-3.7358232,1.2040298e+26,3255,22408.328,,999,0.23332529,4.2387916e-16,225,3251745,-10.0,-28.402458,5.0777466e-11,inf,999.0,6.884279,,-12.915169,8910.67530465126,1.1322005e+27,-1.8842787,0.14999999
-1.0,9.633855e+26,37.135635,-13.711523,3.7358232,3256,1.5,,-2.0841079,-3.7358232,1.2069789e+26,3256,22415.41,,999,-63.35026,4.2401014e-16,225,3252744,-10.0,-28.413284,5.0746282e-11,inf,999.0,6.8843403,,-10.575772,8914.20487999916,1.13254604e+27,-1.88434,0.14999999
-1.0,25.150663,37.135635,-13.71183,3.7358232,3257,1.5,,-2.1150167,-3.7358232,1.2069724e+26,3257,22422.525,,999,-3.758711,4.2413957e-16,225,3253743,-10.0,-28.405785,5.0715123e-11,inf,999.0,6.884411,,-11.035383,8917.643862009048,1.1328874e+27,-1.8844107,0.14999999
-1.0,0.1689997,37.135635,-13.712137,3.7358232,3258,1.5,,-2.5062447,-3.7358232,1.2069625e+26,3258,22430.031,,999,0.62600756,4.24269e-16,225,3254742,-10.0,-28.396944,5.0684e-11,inf,999.0,6.8846016,,-9.753916,8921.012644290924,1.1332332e+27,-1.8846017,0.14999999
-1.0,431250570000.0,37.135635,-13.712444,3.7358232,3259,1.5,,-1.6013335,-3.7358232,1.2069565e+26,3259,22436.633,,999,-27.635431,4.2440014e-16,225,3255741,-10.0,-28.39681,5.06529e-11,inf,999.0,6.884515,,-14.169965,8924.43552684784,1.13357906e+27,-1.8845148,0.14999999
-1.0,9.803828e+24,37.135635,-13.712751,3.7358232,3260,1.5,,-3.238591,-3.7358232,1.2069771e+26,3260,22444.871,,999,-63.351524,4.245313e-16,225,3256740,-10.0,-28.407604,5.0621826e-11,inf,999.0,6.88493,,-10.262981,8927.881133794785,1.13392505e+27,-1.8849301,0.14999999
-1.0,850099.44,37.135635,-13.7130575,3.7358232,3261,1.5,,-2.2496188,-3.7358232,1.2069677e+26,3261,22452.121,,999,-14.452316,4.2466087e-16,225,3257739,-10.0,-28.403393,5.0590785e-11,inf,999.0,6.885042,,-9.807352,8931.315851688385,1.1342668e+27,-1.8850421,0.14999999
-1.0,406499260000000.0,37.135635,-13.713365,3.7358232,3262,1.5,,-2.156901,-3.7358232,1.2069618e+26,3262,22459.28,,999,-34.510338,4.247905e-16,225,3258738,-10.0,-28.405357,5.0559775e-11,inf,999.0,6.885125,,-10.114407,8934.91561627388,1.13461304e+27,-1.8851253,0.14999999
-1.0,43734364000.0,37.135635,-13.713671,3.7358232,3263,1.5,,-2.614973,-3.7358232,1.2069527e+26,3263,22466.895,,999,-26.176342,4.2492014e-16,225,3259737,-10.0,-28.404753,5.0528786e-11,inf,999.0,6.885349,,-13.478651,8938.24567937851,1.13495504e+27,-1.8853489,0.14999999
-1.0,8.308954e+25,37.135635,-13.713978,3.7358232,3264,1.5,,-2.9342363,-3.7358232,1.2072012e+26,3264,22474.828,,999,-63.352753,4.2505146e-16,225,3260736,-10.0,-28.415491,5.0497828e-11,inf,999.0,6.88567,,-10.450295,8941.506398677826,1.1353015e+27,-1.8856702,0.14999999
-1.0,12.741631,37.135635,-13.714284,3.7358232,3265,1.5,,-1.6187158,-3.7358232,1.2071923e+26,3265,22481.445,,999,-3.083407,4.2518118e-16,225,3261735,-10.0,-28.407864,5.0466905e-11,inf,999.0,6.8855886,,-10.036506,8944.980761289597,1.135648e+27,-1.8855884,0.14999999
-1.0,58671.57,37.135635,-13.71459,3.7358232,3266,1.5,,-1.3134223,-3.7358232,1.2071833e+26,3266,22487.76,,999,-12.232999,4.2531258e-16,225,3262734,-10.0,-28.402983,5.0436013e-11,inf,999.0,6.885413,,-8.655405,8948.884615898132,1.1359903e+27,-1.8854133,0.14999999
-1.0,4.7601436e+26,37.135635,-13.714896,3.7358232,3267,1.5,,-1.448132,-3.7358232,1.2086315e+26,3267,22494.207,,999,-63.35367,4.2544241e-16,225,3263733,-10.0,-28.413715,5.040514e-11,inf,999.0,6.8852797,,-9.828007,8952.864060401917,1.136337e+27,-1.8852794,0.14999999
-1.0,458238720000000.0,37.135635,-13.715202,3.7358232,3268,1.5,,-2.2401974,-3.7358232,1.208626e+26,3268,22501.45,,999,-34.729473,4.2557225e-16,225,3264732,-10.0,-28.415722,5.03743e-11,inf,999.0,6.8853884,,-13.469561,8956.551488876343,1.1366795e+27,-1.8853881,0.14999999
-1.0,5.507894e+26,37.135635,-13.715508,3.7358232,3269,1.5,,-2.1372225,-3.7358232,1.2103022e+26,3269,22508.586,,999,-63.354282,4.2570216e-16,225,3265731,-10.0,-28.42654,5.0343483e-11,inf,999.0,6.885465,,-8.705999,8960.22859287262,1.1370264e+27,-1.8854651,0.14999999
-1.0,4.0786707e+26,37.135635,-13.715814,3.7358232,3270,1.5,,-2.3316646,-3.7358232,1.2115407e+26,3270,22515.918,,999,-63.354588,4.2583208e-16,225,3266730,-10.0,-28.437252,5.0312695e-11,inf,999.0,6.8856015,,-8.210402,8963.978233337402,1.1373691e+27,-1.8856015,0.14999999
-1.0,3.2854153e+26,37.135635,-13.71612,3.7358232,3271,1.5,,-1.4989971,-3.7358232,1.2125367e+26,3271,22522.416,,999,-63.354893,4.2596207e-16,225,3267729,-10.0,-28.448004,5.028194e-11,inf,999.0,6.8854833,,-12.560605,8967.905969142914,1.13771194e+27,-1.8854834,0.14999999
-1.0,7735663400000000.0,37.135635,-13.716425,3.7358232,3272,1.5,,-2.6154897,-3.7358232,1.2125282e+26,3272,22530.031,,999,-38.51046,4.2609206e-16,225,3268728,-10.0,-28.451172,5.0251206e-11,inf,999.0,6.8857064,,-9.933754,8971.66533088684,1.1380592e+27,-1.8857064,0.14999999
-1.0,66989356.0,37.135635,-13.716731,3.7358232,3273,1.5,,-1.5680258,-3.7358232,1.21252e+26,3273,22536.6,,999,-18.817156,4.2622375e-16,225,3269727,-10.0,-28.4483,5.02205e-11,inf,999.0,6.8856096,,-12.77096,8975.328131437302,1.1384022e+27,-1.8856094,0.14999999
-1.0,1.03678405e+27,37.135635,-13.717036,3.7358232,3274,1.5,,-1.6850115,-3.7358232,1.2156782e+26,3274,22543.285,,999,-63.355648,4.2635385e-16,225,3270726,-10.0,-28.459028,5.018983e-11,inf,999.0,6.885548,,-9.501404,8978.989698886871,1.1387453e+27,-1.8855481,0.14999999
-1.0,1898919300000000.0,37.135635,-13.717341,3.7358232,3275,1.5,,-1.2953511,-3.7358232,1.2156735e+26,3275,22549.58,,999,-36.73541,4.2648397e-16,225,3271725,-10.0,-28.461658,5.0159186e-11,inf,999.0,6.885368,,-10.357414,8982.696215867996,1.13909294e+27,-1.885368,0.14999999
-1.0,543.82806,37.135635,-13.717647,3.7358232,3276,1.5,,-1.8132962,-3.7358232,1.2156653e+26,3276,22556.395,,999,-6.738404,4.2661415e-16,225,3272724,-10.0,-28.4551,5.012857e-11,inf,999.0,6.885346,,-8.274157,8986.183738231659,1.1394362e+27,-1.885346,0.14999999
-1.0,4.1381146e+26,37.135635,-13.717953,3.7358232,3277,1.5,,-2.0134923,-3.7358232,1.2169202e+26,3277,22563.406,,999,-63.356728,4.2674436e-16,225,3273723,-10.0,-28.465815,5.0097978e-11,inf,999.0,6.885385,,-11.204703,8989.55233836174,1.1397797e+27,-1.885385,0.14999999
-1.0,0.10860181,37.135635,-13.718257,3.7358232,3278,1.5,,-2.3334827,-3.7358232,1.21691215e+26,3278,22570.74,,999,1.4149469,4.2687462e-16,225,3274722,-10.0,-28.456795,5.0067415e-11,inf,999.0,6.885522,,-13.784849,8993.0793800354,1.1401276e+27,-1.8855218,0.14999999
-1.0,2.639563e+26,37.135635,-13.718562,3.7358232,3279,1.5,,-2.4069774,-3.7358232,1.2177059e+26,3279,22578.148,,999,-63.357334,4.270049e-16,225,3275721,-10.0,-28.467516,5.0036884e-11,inf,999.0,6.8856807,,-8.362041,8996.727412462234,1.1404712e+27,-1.8856808,0.14999999
-1.0,1.11758455e+26,37.135635,-13.718867,3.7358232,3280,1.5,,-2.668026,-3.7358232,1.2180391e+26,3280,22585.816,,999,-63.35764,4.2713524e-16,225,3276720,-10.0,-28.478184,5.0006378e-11,inf,999.0,6.8859196,,-11.250494,9000.195406675339,1.1408149e+27,-1.8859193,0.14999999
-1.0,0.11194121,37.135635,-13.7191725,3.7358232,3281,1.5,,-2.9420404,-3.7358232,1.2180312e+26,3281,22593.758,,999,-0.46171457,4.272656e-16,225,3277719,-10.0,-28.469778,4.99759e-11,inf,999.0,6.8862414,,-11.1773205,9003.632662773132,1.14115875e+27,-1.8862413,0.14999999
-1.0,0.2066414,37.135635,-13.719477,3.7358232,3282,1.5,,-1.8479612,-3.7358232,1.2180238e+26,3282,22600.605,,999,1.2228132,4.2739438e-16,225,3278718,-10.0,-28.460802,4.9945447e-11,inf,999.0,6.8862295,,-12.783957,9007.149612665176,1.14150275e+27,-1.8862296,0.14999999
-1.0,7.7457465e+26,37.135635,-13.719782,3.7358232,3283,1.5,,-1.4992597,-3.7358232,1.2203755e+26,3283,22607.105,,999,-63.358555,4.2752485e-16,225,3279717,-10.0,-28.471468,4.9915027e-11,inf,999.0,6.8861117,,-10.19773,9010.71388554573,1.1418468e+27,-1.8861116,0.14999999
-1.0,92608.86,37.135635,-13.720086,3.7358232,3284,1.5,,-1.8318694,-3.7358232,1.2203681e+26,3284,22613.938,,999,-11.924352,4.2765534e-16,225,3280716,-10.0,-28.4665,4.9884635e-11,inf,999.0,6.886095,,-12.181406,9014.211462259293,1.14219096e+27,-1.8860952,0.14999999
-1.0,835186200.0,37.135635,-13.72039,3.7358232,3285,1.5,,-2.3945394,-3.7358232,1.2203607e+26,3285,22621.332,,999,-21.706034,4.2778586e-16,225,3281715,-10.0,-28.464573,4.985427e-11,inf,999.0,6.88625,,-8.535098,9017.735107660294,1.14253525e+27,-1.8862499,0.14999999
-1.0,5.7527252e+26,37.135635,-13.720695,3.7358232,3286,1.5,,-1.6453848,-3.7358232,1.222104e+26,3286,22627.977,,999,-63.35947,4.2791644e-16,225,3282714,-10.0,-28.475225,4.982393e-11,inf,999.0,6.8861766,,-8.295617,9021.21804022789,1.142884e+27,-1.8861767,0.14999999
-1.0,4.630616e+26,37.135635,-13.720999,3.7358232,3287,1.5,,-1.7782739,-3.7358232,1.2235023e+26,3287,22634.754,,999,-63.35977,4.2804704e-16,225,3283713,-10.0,-28.485914,4.9793617e-11,inf,999.0,6.8861437,,-11.297704,9025.030060529709,1.1432284e+27,-1.8861439,0.14999999
-1.0,7.082536,37.135635,-13.721303,3.7358232,3288,1.5,,-1.4947634,-3.7358232,1.2234953e+26,3288,22641.25,,999,-2.7970784,4.2817605e-16,225,3284712,-10.0,-28.478197,4.9763332e-11,inf,999.0,6.886025,,-11.394415,9028.83651971817,1.143573e+27,-1.8860248,0.14999999
-1.0,139284.6,37.135635,-13.721607,3.7358232,3289,1.5,,-0.80928445,-3.7358232,1.2234883e+26,3289,22647.059,,999,-16.02305,4.2830674e-16,225,3285711,-10.0,-28.47448,4.9733075e-11,inf,999.0,6.8856974,,-11.537558,9032.458610773087,1.14391765e+27,-1.8856974,0.14999999
-1.0,3.405886,37.135635,-13.721911,3.7358232,3290,1.5,,-2.3080697,-3.7358232,1.2234777e+26,3290,22654.367,,999,-2.0251546,4.2843747e-16,225,3286710,-10.0,-28.466509,4.9702846e-11,inf,999.0,6.8858256,,-11.629608,9035.88132238388,1.1442581e+27,-1.8858258,0.14999999
-1.0,28289814.0,37.135635,-13.722216,3.7358232,3291,1.5,,-0.9710078,-3.7358232,1.2234713e+26,3291,22660.338,,999,-19.848803,4.2856662e-16,225,3287709,-10.0,-28.463991,4.9672648e-11,inf,999.0,6.8855476,,-10.091228,9039.292565345764,1.144603e+27,-1.8855479,0.14999999
-1.0,214610.25,37.135635,-13.722519,3.7358232,3292,1.5,,-1.5774521,-3.7358232,1.22346425e+26,3292,22666.914,,999,-12.969452,4.286974e-16,225,3288708,-10.0,-28.459354,4.9642474e-11,inf,999.0,6.885454,,-12.970883,9042.71959733963,1.1449479e+27,-1.8854542,0.14999999
-1.0,9.872968e+26,37.135635,-13.722823,3.7358232,3293,1.5,,-1.95753,-3.7358232,1.2264526e+26,3293,22673.873,,999,-63.361595,4.2882827e-16,225,3289707,-10.0,-28.470022,4.9612328e-11,inf,999.0,6.885476,,-12.517169,9046.308199167252,1.14529304e+27,-1.885476,0.14999999
-1.0,1.2146741e+20,37.135635,-13.723126,3.7358232,3294,1.5,,-1.9538536,-3.7358232,1.2264458e+26,3294,22680.826,,999,-47.105057,4.2895752e-16,225,3290706,-10.0,-28.475775,4.958221e-11,inf,999.0,6.885497,,-10.686596,9050.072184324265,1.1456383e+27,-1.8854969,0.14999999
-1.0,0.34505174,37.135635,-13.72343,3.7358232,3295,1.5,,-1.6292422,-3.7358232,1.2264392e+26,3295,22687.457,,999,0.57642204,4.2908844e-16,225,3291705,-10.0,-28.467035,4.955212e-11,inf,999.0,6.885419,,-10.028845,9053.8012881279,1.1459835e+27,-1.8854191,0.14999999
-1.0,5009425400.0,37.135635,-13.723734,3.7358232,3296,1.5,,-2.1518886,-3.7358232,1.2264294e+26,3296,22694.607,,999,-23.098171,4.2921777e-16,225,3292704,-10.0,-28.465439,4.9522053e-11,inf,999.0,6.8855,,-9.80429,9057.235542058945,1.146329e+27,-1.8855,0.14999999
-1.0,30568402.0,37.135635,-13.724037,3.7358232,3297,1.5,,-1.1291592,-3.7358232,1.2264231e+26,3297,22700.736,,999,-19.205193,4.2934877e-16,225,3293703,-10.0,-28.462759,4.949202e-11,inf,999.0,6.8852706,,-9.316363,9060.636249303818,1.1466701e+27,-1.8852705,0.14999999
-1.0,3.9557626e+26,37.135635,-13.72434,3.7358232,3298,1.5,,-2.5899913,-3.7358232,1.227613e+26,3298,22708.326,,999,-63.363113,4.2947982e-16,225,3294702,-10.0,-28.473412,4.946201e-11,inf,999.0,6.885484,,-10.41296,9064.059062480927,1.14701574e+27,-1.8854841,0.14999999
-1.0,6.0322847,37.135635,-13.724644,3.7358232,3299,1.5,,-1.4239724,-3.7358232,1.2276068e+26,3299,22714.75,,999,-2.721213,4.2960926e-16,225,3295701,-10.0,-28.465645,4.943203e-11,inf,999.0,6.8853445,,-9.920042,9067.950533628464,1.1473614e+27,-1.8853444,0.14999999
