GridSize,ReturnMean,Iteration,ReturnAbsMax,AvgEpLen,DenMISELogFirst,MountainCar_std1_higher,DenMISELogLast,ReturnMin,NumTrainableParams,IWLastEpisode,ReturnMax,MountainCar_mu1_higher,NumTrajectories,MountainCar_std0_higher,TimestepsSoFar,Delta,ReturnStepMax,Regret,DenMISEMeanLog,IWMax,MountainCar_mu0_higher,ReturnLastEpisode,Bound,IWMin,MinEpLen,TimeElapsed,IWMean,ActionIn1,IWFirstEpisode,Regret/t
900,-1.8901458,897,3.768877,999.0,-5.148586,1.5,1.0263828,-3.768877,,0.19092944,,-10.0,897,0.14999999,896103,1.6771495e-10,37.92892,6180.461,-29.130013,3.1508028e+26,-1.0,-1.5349239,inf,,999,6126.573368310928,3.4604738e+25,-8.194716,4.5831365e-17,6.890146
900,-1.890435,898,3.768877,999.0,-5.1497,1.5,-62.062214,-3.768877,,8.713025e+25,,-10.0,898,0.14999999,897102,1.6734163e-10,37.92892,6187.6104,-29.167011,3.1542663e+26,-1.0,-2.149821,inf,,999,6129.693879127502,3.4701217e+25,-15.520771,4.5882445e-17,6.890435
900,-1.8917359,899,3.768877,999.0,-5.150813,1.5,-62.063324,-3.768877,,9.042977e+23,,-10.0,899,0.14999999,898101,1.6696955e-10,37.92892,6195.6704,-29.203897,3.1577336e+26,-1.0,-3.0599678,inf,,999,6133.0323050022125,3.4701524e+25,-10.147569,4.5933584e-17,6.891736
900,-1.8917922,900,3.768877,999.0,-5.1519246,1.5,-15.109568,-3.768877,,2148938.2,,-10.0,900,0.14999999,899100,1.6659875e-10,37.92892,6202.613,-29.18856,3.1612045e+26,-1.0,-1.9423432,inf,,999,6136.326540470123,3.4700943e+25,-10.311198,4.59846e-17,6.8917923
961,-1.8913215,901,3.768877,999.0,-5.153035,1.5,-5.2870965,-3.768877,,87.74474,,-10.0,901,0.14999999,900099,1.5568863e-10,37.92892,6209.0806,-29.16233,3.1646795e+26,-1.0,-1.4677595,inf,,999,6139.4695999622345,3.4700306e+25,-8.180443,4.6035675e-17,6.8913217
961,-1.8915602,902,3.768877,999.0,-5.1541443,1.5,-62.066658,-3.768877,,8.939679e+25,,-10.0,902,0.14999999,901098,1.5534361e-10,37.92892,6216.1875,-29.199127,3.1681582e+26,-1.0,-2.1065056,inf,,999,6801.895565748215,3.4798805e+25,-10.193872,4.6086808e-17,6.89156
961,-1.8915472,903,3.768877,999.0,-5.1552525,1.5,-12.532421,-3.768877,,169614.69,,-10.0,903,0.14999999,902097,1.5499974e-10,37.92892,6223.0674,-29.18099,3.171641e+26,-1.0,-1.8798923,inf,,999,6806.144924879074,3.4798127e+25,-10.197408,4.613782e-17,6.891547
961,-1.8914125,904,3.768877,999.0,-5.156359,1.5,-11.207284,-3.768877,,44552.984,,-10.0,904,0.14999999,903096,1.5465701e-10,37.92892,6229.837,-29.161404,3.175103e+26,-1.0,-1.7699063,inf,,999,6809.876820087433,3.4797484e+25,-12.321629,4.6189064e-17,6.8914127
961,-1.8910637,905,3.768877,999.0,-5.157465,1.5,-42.676395,-3.768877,,1.2826664e+18,,-10.0,905,0.14999999,904095,1.5431541e-10,37.92892,6236.4126,-29.176657,3.1785688e+26,-1.0,-1.5755788,inf,,999,6813.665112018585,3.4796875e+25,-11.104785,4.6240012e-17,6.8910637
961,-1.891198,906,3.768877,999.0,-5.1585693,1.5,1.832024,-3.768877,,0.10770917,,-10.0,906,0.14999999,905094,1.5397494e-10,37.92892,6243.4253,-29.142729,3.1820386e+26,-1.0,-2.012925,inf,,999,6817.683444738388,3.4796294e+25,-10.332834,4.6291194e-17,6.891198
961,-1.8912218,907,3.768877,999.0,-5.1596723,1.5,-8.224211,-3.768877,,2378.3796,,-10.0,907,0.14999999,906093,1.536356e-10,37.92892,6250.338,-29.119982,3.185512e+26,-1.0,-1.912658,inf,,999,6821.91950917244,3.4795655e+25,-11.018273,4.6342258e-17,6.891222
961,-1.8914069,908,3.768877,999.0,-5.160774,1.5,1.8282647,-3.768877,,0.104372054,,-10.0,908,0.14999999,907092,1.5329739e-10,37.92892,6257.3975,-29.086193,3.1889894e+26,-1.0,-2.0593195,inf,,999,6825.772377729416,3.479504e+25,-10.355169,4.6393374e-17,6.891407
961,-1.892608,909,3.768877,999.0,-5.161875,1.5,-21.504284,-3.768877,,113487040.0,,-10.0,909,0.14999999,908091,1.5296028e-10,37.92892,6265.381,-29.078169,3.1924463e+26,-1.0,-2.983354,inf,,999,6830.111559867859,3.4794355e+25,-9.124617,4.644437e-17,6.892608
961,-1.8928725,910,3.768877,999.0,-5.1629744,1.5,-62.075485,-3.768877,,2.3821642e+26,,-10.0,910,0.14999999,909090,1.5262429e-10,37.92892,6272.5137,-29.114725,3.1959312e+26,-1.0,-2.1330764,inf,,999,6834.346463918686,3.5055487e+25,-13.099264,4.6495604e-17,6.8928723
961,-1.8935161,911,3.768877,999.0,-5.164073,1.5,-62.076584,-3.768877,,1.2598025e+26,,-10.0,911,0.14999999,910089,1.5228939e-10,37.92892,6279.993,-29.151224,3.199395e+26,-1.0,-2.4792044,inf,,999,6838.294545173645,3.5193164e+25,-11.766168,4.6546714e-17,6.893516
961,-1.8929673,912,3.768877,999.0,-5.1651697,1.5,-17.407103,-3.768877,,12518524.0,,-10.0,912,0.14999999,911088,1.5195561e-10,37.92892,6286.386,-29.138647,3.2028635e+26,-1.0,-1.393101,inf,,999,6842.07988858223,3.519258e+25,-11.046994,4.65977e-17,6.892967
961,-1.89382,913,3.768877,999.0,-5.166266,1.5,-0.22558509,-3.768877,,0.23464201,,-10.0,913,0.14999999,912087,1.5162292e-10,37.92892,6294.0576,-29.107294,3.2063352e+26,-1.0,-2.6715233,inf,,999,6845.588538169861,3.5191928e+25,-10.853627,4.6648923e-17,6.89382
961,-1.892759,914,3.768877,999.0,-5.1673603,1.5,-1.2334276,-3.768877,,0.21165279,,-10.0,914,0.14999999,913086,1.5129133e-10,37.92892,6299.9814,-29.077095,3.2098106e+26,-1.0,-0.9240022,inf,,999,6848.851417064667,3.5191308e+25,-11.197942,4.6699845e-17,6.892759
961,-1.8941318,915,3.768877,999.0,-5.168454,1.5,-1.990832,-3.768877,,0.20761082,,-10.0,915,0.14999999,914085,1.5096081e-10,37.92892,6308.131,-29.047808,3.21329e+26,-1.0,-3.1488893,inf,,999,6852.176659345627,3.5190725e+25,-11.955669,4.6751e-17,6.8941317
961,-1.894066,916,3.768877,999.0,-5.169546,1.5,-18.673683,-3.768877,,74019470.0,,-10.0,916,0.14999999,915084,1.5063138e-10,37.92892,6314.9644,-29.036777,3.2167484e+26,-1.0,-1.8338687,inf,,999,6855.596098184586,3.5190065e+25,-12.510849,4.6802213e-17,6.894066
961,-1.8941119,917,3.768877,999.0,-5.170637,1.5,-47.05627,-3.768877,,1.1657724e+20,,-10.0,917,0.14999999,916083,1.5030302e-10,37.92892,6321.9004,-29.056744,3.220211e+26,-1.0,-1.9361014,inf,,999,6858.958006858826,3.5189438e+25,-9.334122,4.6853303e-17,6.8941116
961,-1.8941334,918,3.768877,999.0,-5.171727,1.5,-60.20686,-3.768877,,5.3175175e+25,,-10.0,918,0.14999999,917082,1.4997575e-10,37.92892,6328.8145,-29.09097,3.2237013e+26,-1.0,-1.9138345,inf,,999,6862.294450521469,3.5246777e+25,-10.293851,4.6904267e-17,6.8941336
961,-1.8936408,919,3.768877,999.0,-5.172816,1.5,-5.585996,-3.768877,,113.02226,,-10.0,919,0.14999999,918081,1.4964954e-10,37.92892,6335.256,-29.065699,3.227171e+26,-1.0,-1.441528,inf,,999,6865.678534269333,3.5246062e+25,-8.59412,4.695547e-17,6.8936405
961,-1.8941628,920,3.768877,999.0,-5.1739035,1.5,-62.086414,-3.768877,,9.105154e+25,,-10.0,920,0.14999999,919080,1.4932439e-10,37.92892,6342.63,-29.101894,3.23062e+26,-1.0,-2.3738234,inf,,999,6869.169439077377,3.5344344e+25,-13.5835285,4.7006547e-17,6.8941627
961,-1.893759,921,3.768877,999.0,-5.1749897,1.5,-62.0875,-3.768877,,1.012469e+26,,-10.0,921,0.14999999,920079,1.490003e-10,37.92892,6349.1523,-29.138002,3.2340972e+26,-1.0,-1.522439,inf,,999,6872.653005838394,3.545363e+25,-11.482785,4.7057498e-17,6.893759
961,-1.8948581,922,3.768877,999.0,-5.176075,1.5,-0.85725963,-3.768877,,0.18990874,,-10.0,922,0.14999999,921078,1.4867726e-10,37.92892,6357.059,-29.107643,3.237578e+26,-1.0,-2.9070415,inf,,999,6875.9802050590515,3.5453014e+25,-11.16811,4.7108687e-17,6.8948584
961,-1.8945458,923,3.768877,999.0,-5.1771593,1.5,0.40538156,-3.768877,,0.3994888,,-10.0,923,0.14999999,922077,1.4835529e-10,37.92892,6363.666,-29.075962,3.241038e+26,-1.0,-1.606519,inf,,999,6879.677072763443,3.5452327e+25,-12.901665,4.715975e-17,6.8945456
961,-1.8944308,924,3.768877,999.0,-5.1782417,1.5,-62.090755,-3.768877,,2.7667237e+26,,-10.0,924,0.14999999,923076,1.4803433e-10,37.92892,6370.454,-29.112,3.2445015e+26,-1.0,-1.7882124,inf,,999,6883.602026224136,3.5751104e+25,-12.072721,4.721087e-17,6.8944306
961,-1.8947556,925,3.768877,999.0,-5.1793237,1.5,-19.51933,-3.768877,,140834480.0,,-10.0,925,0.14999999,924075,1.4771444e-10,37.92892,6377.649,-29.101921,3.247969e+26,-1.0,-2.1950045,inf,,999,6887.5713613033295,3.575037e+25,-10.320039,4.7262046e-17,6.8947554
961,-1.8938864,926,3.768877,999.0,-5.180404,1.5,-3.3660269,-3.768877,,3.652304,,-10.0,926,0.14999999,925074,1.4739557e-10,37.92892,6383.739,-29.074446,3.25144e+26,-1.0,-1.0899891,inf,,999,6891.914738178253,3.5749677e+25,-7.9444685,4.7313097e-17,6.8938866
961,-1.8945488,927,3.768877,999.0,-5.1814833,1.5,-62.093994,-3.768877,,2.8990797e+25,,-10.0,927,0.14999999,926073,1.4707774e-10,37.92892,6391.2466,-29.110357,3.2549147e+26,-1.0,-2.5077238,inf,,999,6895.361762523651,3.5780294e+25,-12.034895,4.73642e-17,6.894549
961,-1.8945699,928,3.768877,999.0,-5.1825614,1.5,-21.031895,-3.768877,,759888900.0,,-10.0,928,0.14999999,927072,1.4676095e-10,37.92892,6398.161,-29.101946,3.2583934e+26,-1.0,-1.9140975,inf,,999,6898.752053022385,3.5779665e+25,-12.059745,4.7415177e-17,6.89457
961,-1.8945063,929,3.768877,999.0,-5.1836386,1.5,-23.291945,-3.768877,,7164634000.0,,-10.0,929,0.14999999,928071,1.4644516e-10,37.92892,6404.996,-29.096008,3.2618507e+26,-1.0,-1.8356359,inf,,999,6902.090685367584,3.5778961e+25,-13.118919,4.7466393e-17,6.8945065
961,-1.8943179,930,3.768877,999.0,-5.1847143,1.5,-62.097225,-3.768877,,2.1514412e+26,,-10.0,930,0.14999999,929070,1.4613039e-10,37.92892,6411.716,-29.131777,3.2653364e+26,-1.0,-1.7191159,inf,,999,6905.442577600479,3.600963e+25,-9.446479,4.7517483e-17,6.8943176
961,-1.8934371,931,3.768877,999.0,-5.185789,1.5,-36.069923,-3.768877,,425838600000000.0,,-10.0,931,0.14999999,930069,1.4581664e-10,37.92892,6417.79,-29.139547,3.2688014e+26,-1.0,-1.0745037,inf,,999,6908.725398778915,3.6009001e+25,-11.754594,4.756863e-17,6.8934374
961,-1.8932261,932,3.768877,999.0,-5.1868625,1.5,-12.555818,-3.768877,,163634.75,,-10.0,932,0.14999999,931068,1.455039e-10,37.92892,6424.487,-29.122046,3.2722694e+26,-1.0,-1.6967242,inf,,999,6912.053768396378,3.6008388e+25,-11.464856,4.7619643e-17,6.893226
961,-1.8940427,933,3.768877,999.0,-5.187935,1.5,-0.44631594,-3.768877,,0.31665516,,-10.0,933,0.14999999,932067,1.4519216e-10,37.92892,6432.1416,-29.091602,3.275742e+26,-1.0,-2.6550698,inf,,999,6915.362913370132,3.6007717e+25,-10.344927,4.7670716e-17,6.894043
961,-1.8943802,934,3.768877,999.0,-5.1890063,1.5,-10.986971,-3.768877,,29303.588,,-10.0,934,0.14999999,933066,1.4488141e-10,37.92892,6439.351,-29.072533,3.2791925e+26,-1.0,-2.2091715,inf,,999,6918.689037322998,3.6007064e+25,-10.465972,4.7721843e-17,6.89438
961,-1.8949094,935,3.768877,999.0,-5.1900764,1.5,-9.278107,-3.768877,,3880.1865,,-10.0,935,0.14999999,934065,1.4457167e-10,37.92892,6446.74,-29.051643,3.282672e+26,-1.0,-2.3892777,inf,,999,6922.499476671219,3.6006363e+25,-10.781854,4.7772844e-17,6.8949094
961,-1.8943714,936,3.768877,999.0,-5.1911454,1.5,1.2602214,-3.768877,,0.10528959,,-10.0,936,0.14999999,935064,1.4426293e-10,37.92892,6453.132,-29.019571,3.2861296e+26,-1.0,-1.3913598,inf,,999,6926.386389970779,3.6005679e+25,-14.275405,4.7824082e-17,6.8943715
961,-1.8940946,937,3.768877,999.0,-5.192213,1.5,-62.104725,-3.768877,,4.849825e+25,,-10.0,937,0.14999999,936063,1.4395517e-10,37.92892,6459.7666,-29.055172,3.2896164e+26,-1.0,-1.6349176,inf,,999,6930.170188426971,3.605678e+25,-9.506708,4.787519e-17,6.8940945
961,-1.8940157,938,3.768877,999.0,-5.1932797,1.5,-45.829407,-3.768877,,3.4556263e+19,,-10.0,938,0.14999999,937062,1.4364837e-10,37.92892,6466.587,-29.073343,3.2930818e+26,-1.0,-1.820134,inf,,999,6933.933285474777,3.6056165e+25,-8.660027,4.792617e-17,6.894016
961,-1.8938074,939,3.768877,999.0,-5.1943455,1.5,-62.106857,-3.768877,,1.938615e+26,,-10.0,939,0.14999999,938061,1.4334259e-10,37.92892,6473.285,-29.10883,3.296551e+26,-1.0,-1.698469,inf,,999,6937.824764966965,3.626192e+25,-9.417968,4.7977203e-17,6.8938074
961,-1.8937542,940,3.768877,999.0,-5.19541,1.5,-52.91086,-3.768877,,3.882767e+22,,-10.0,940,0.14999999,939060,1.4303776e-10,37.92892,6480.129,-29.134441,3.3000233e+26,-1.0,-1.8438985,inf,,999,6941.431542396545,3.6261302e+25,-10.157043,4.802848e-17,6.893754
961,-1.893415,941,3.768877,999.0,-5.196473,1.5,-10.664091,-3.768877,,21834.035,,-10.0,941,0.14999999,940059,1.4273391e-10,37.92892,6486.7036,-29.115107,3.3034743e+26,-1.0,-1.5745132,inf,,999,6944.816637039185,3.6260673e+25,-11.414154,4.8079436e-17,6.893415
961,-1.8937409,942,3.768877,999.0,-5.197535,1.5,-0.55061805,-3.768877,,0.99764943,,-10.0,942,0.14999999,941058,1.4243104e-10,37.92892,6493.904,-29.08509,3.3069545e+26,-1.0,-2.200398,inf,,999,6948.666375160217,3.6259967e+25,-10.4911785,4.8130636e-17,6.8937407
961,-1.893928,943,3.768877,999.0,-5.198596,1.5,-5.2516828,-3.768877,,116.7538,,-10.0,943,0.14999999,942057,1.4212911e-10,37.92892,6500.974,-29.060102,3.310413e+26,-1.0,-2.0701122,inf,,999,6952.167088031769,3.6259294e+25,-9.554955,4.8181706e-17,6.893928
961,-1.8934042,944,3.768877,999.0,-5.199656,1.5,-34.789543,-3.768877,,332037100000000.0,,-10.0,944,0.14999999,943056,1.4182816e-10,37.92892,6507.3735,-29.06646,3.3138746e+26,-1.0,-1.3994887,inf,,999,6955.946227312088,3.6258655e+25,-13.526247,4.823283e-17,6.893404
961,-1.894259,945,3.768877,999.0,-5.2007146,1.5,-62.113228,-3.768877,,4.833701e+25,,-10.0,945,0.14999999,944055,1.4152815e-10,37.92892,6515.0747,-29.101744,3.3173403e+26,-1.0,-2.7011023,inf,,999,6959.796591758728,3.6309201e+25,-11.520488,4.8283823e-17,6.894259
961,-1.8937258,946,3.768877,999.0,-5.201772,1.5,-9.114247,-3.768877,,3146.541,,-10.0,946,0.14999999,945054,1.4122908e-10,37.92892,6521.465,-29.080896,3.3208094e+26,-1.0,-1.3900052,inf,,999,6963.2906539440155,3.6308519e+25,-11.055729,4.833487e-17,6.893726
961,-1.892979,947,3.768877,999.0,-5.202829,1.5,-1.2975277,-3.768877,,0.6966622,,-10.0,947,0.14999999,946053,1.4093098e-10,37.92892,6527.6514,-29.051847,3.3242822e+26,-1.0,-1.1864355,inf,,999,6966.819377183914,3.6307866e+25,-12.560134,4.838597e-17,6.892979
961,-1.8934941,948,3.768877,999.0,-5.2038846,1.5,-42.177166,-3.768877,,5.378617e+17,,-10.0,948,0.14999999,947052,1.4063381e-10,37.92892,6535.032,-29.066002,3.3277587e+26,-1.0,-2.3813965,inf,,999,6970.972285747528,3.6307253e+25,-8.100416,4.8437126e-17,6.893494
961,-1.8930342,949,3.768877,999.0,-5.204939,1.5,-62.11745,-3.768877,,7.993631e+25,,-10.0,949,0.14999999,948051,1.4033757e-10,37.92892,6541.4893,-29.10111,3.3312134e+26,-1.0,-1.4569793,inf,,999,6974.87967300415,3.6390787e+25,-12.065818,4.8488335e-17,6.893034
961,-1.8929346,950,3.768877,999.0,-5.2059917,1.5,-24.190224,-3.768877,,17315125000.0,,-10.0,950,0.14999999,949050,1.4004228e-10,37.92892,6548.288,-29.09623,3.334697e+26,-1.0,-1.7984084,inf,,999,6978.4323563575745,3.639013e+25,-12.614947,4.853941e-17,6.892935
961,-1.892852,951,3.768877,999.0,-5.207044,1.5,-56.93336,-3.768877,,2.0801932e+24,,-10.0,951,0.14999999,950049,1.3974792e-10,37.92892,6555.102,-29.125805,3.338159e+26,-1.0,-1.8142858,inf,,999,6982.039857387543,3.6391688e+25,-9.314776,4.859036e-17,6.892852
961,-1.8927542,952,3.768877,999.0,-5.208095,1.5,-59.18064,-3.768877,,1.902119e+25,,-10.0,952,0.14999999,951048,1.394545e-10,37.92892,6561.902,-29.157661,3.3416244e+26,-1.0,-1.7997428,inf,,999,6985.975061416626,3.641096e+25,-11.911995,4.8641545e-17,6.892754
961,-1.8918495,953,3.768877,999.0,-5.2091446,1.5,-31.84079,-3.768877,,5527767000000.0,,-10.0,953,0.14999999,952047,1.3916197e-10,37.92892,6567.9326,-29.160765,3.3450935e+26,-1.0,-1.0307537,inf,,999,6989.867823123932,3.641037e+25,-12.209489,4.86926e-17,6.8918495
961,-1.8911979,954,3.768877,999.0,-5.2101936,1.5,-43.190384,-3.768877,,1.05415925e+18,,-10.0,954,0.14999999,953046,1.3887037e-10,37.92892,6574.2026,-29.175772,3.348566e+26,-1.0,-1.2700889,inf,,999,6993.660640478134,3.6409697e+25,-11.550866,4.8743705e-17,6.891198
961,-1.8912475,955,3.768877,999.0,-5.2112412,1.5,-4.499114,-3.768877,,59.450474,,-10.0,955,0.14999999,954045,1.3857972e-10,37.92892,6581.1416,-29.15022,3.352017e+26,-1.0,-1.938536,inf,,999,6997.263067722321,3.6408966e+25,-10.518027,4.8794868e-17,6.8912477
961,-1.8915216,956,3.768877,999.0,-5.212288,1.5,-5.4562745,-3.768877,,129.39728,,-10.0,956,0.14999999,955044,1.3828996e-10,37.92892,6588.295,-29.125713,3.3554967e+26,-1.0,-2.1533759,inf,,999,7000.591799736023,3.640836e+25,-9.647068,4.8845895e-17,6.8915215
961,-1.8921293,957,3.768877,999.0,-5.213333,1.5,-51.18102,-3.768877,,3.3728516e+21,,-10.0,957,0.14999999,956043,1.3800111e-10,37.92892,6595.7676,-29.149046,3.3589543e+26,-1.0,-2.4729986,inf,,999,7004.11824798584,3.6407689e+25,-10.631813,4.8896975e-17,6.8921294
961,-1.8920391,958,3.768877,999.0,-5.214378,1.5,-0.76422477,-3.768877,,1.4666412,,-10.0,958,0.14999999,957042,1.3771316e-10,37.92892,6602.573,-29.119715,3.3624157e+26,-1.0,-1.8056252,inf,,999,7007.940037727356,3.640694e+25,-11.271535,4.894811e-17,6.8920393
961,-1.8926418,959,3.768877,999.0,-5.2154207,1.5,1.0541021,-3.768877,,0.120994925,,-10.0,959,0.14999999,958041,1.374261e-10,37.92892,6610.0435,-29.088535,3.3658807e+26,-1.0,-2.4700499,inf,,999,7011.286949157715,3.6406328e+25,-10.65912,4.8999112e-17,6.892642
961,-1.8927114,960,3.768877,999.0,-5.216463,1.5,-1.0218892,-3.768877,,1.8830007,,-10.0,960,0.14999999,959040,1.3713995e-10,37.92892,6617.003,-29.059587,3.3693495e+26,-1.0,-1.9595034,inf,,999,7014.697233200073,3.6405634e+25,-9.699223,4.905017e-17,6.8927116
961,-1.893366,961,3.768877,999.0,-5.2175045,1.5,-48.815773,-3.768877,,2.8570894e+20,,-10.0,961,0.14999999,960039,1.3685468e-10,37.92892,6624.5244,-29.080442,3.3728215e+26,-1.0,-2.5218225,inf,,999,7018.057513475418,3.6404975e+25,-10.639355,4.9101464e-17,6.893366
1024,-1.8926038,962,3.768877,999.0,-5.2185445,1.5,0.32373354,-3.768877,,0.13428828,,-10.0,962,0.14999999,961038,1.2817623e-10,37.92892,6630.6846,-29.05016,3.3762972e+26,-1.0,-1.1602484,inf,,999,7021.45022559166,3.6404345e+25,-11.692301,4.915244e-17,6.892604
1024,-1.8926547,963,3.768877,999.0,-5.2195835,1.5,-8.0711775,-3.768877,,2028.5239,,-10.0,963,0.14999999,962037,1.2791018e-10,37.92892,6637.6265,-29.02865,3.3797505e+26,-1.0,-1.9415374,inf,,999,7770.002867698669,3.640364e+25,-10.718041,4.9203466e-17,6.8926544
1024,-1.8933473,964,3.768877,999.0,-5.220621,1.5,-4.0552974,-3.768877,,16.128803,,-10.0,964,0.14999999,963036,1.2764494e-10,37.92892,6645.1865,-29.003027,3.3832336e+26,-1.0,-2.5603359,inf,,999,7774.250030994415,3.6402968e+25,-12.212977,4.9254546e-17,6.8933473
1024,-1.8935738,965,3.768877,999.0,-5.2216578,1.5,-26.683683,-3.768877,,178547260000.0,,-10.0,965,0.14999999,964035,1.2738052e-10,37.92892,6652.299,-29.000921,3.386694e+26,-1.0,-2.1119566,inf,,999,7778.622168064117,3.640233e+25,-9.897866,4.930568e-17,6.8935738
1024,-1.8933272,966,3.768877,999.0,-5.222694,1.5,-21.556786,-3.768877,,1131903000.0,,-10.0,966,0.14999999,965034,1.2711693e-10,37.92892,6658.954,-28.993498,3.390158e+26,-1.0,-1.6554781,inf,,999,7783.065325260162,3.640161e+25,-9.862844,4.9356865e-17,6.893327
1024,-1.8928035,967,3.768877,999.0,-5.223728,1.5,-19.4631,-3.768877,,85559850.0,,-10.0,967,0.14999999,966033,1.2685415e-10,37.92892,6665.341,-28.983915,3.3936257e+26,-1.0,-1.386747,inf,,999,7787.2268624305725,3.6401034e+25,-10.934143,4.9407915e-17,6.8928037
1024,-1.8926399,968,3.768877,999.0,-5.224762,1.5,1.8887479,-3.768877,,0.100452915,,-10.0,968,0.14999999,967032,1.265922e-10,37.92892,6672.075,-28.952301,3.397097e+26,-1.0,-1.7344246,inf,,999,7791.07967877388,3.6400377e+25,-12.277941,4.9459018e-17,6.89264
1024,-1.8928467,969,3.768877,999.0,-5.2257943,1.5,-30.344603,-3.768877,,6833136700000.0,,-10.0,969,0.14999999,968031,1.2633104e-10,37.92892,6679.1685,-28.954021,3.400546e+26,-1.0,-2.0931067,inf,,999,7794.957536458969,3.639964e+25,-9.88577,4.9510174e-17,6.8928466
1024,-1.8936603,970,3.768877,999.0,-5.2268257,1.5,-40.090828,-3.768877,,3.366249e+16,,-10.0,970,0.14999999,969030,1.260707e-10,37.92892,6686.8506,-28.965788,3.404024e+26,-1.0,-2.6819663,inf,,999,7798.790237188339,3.6399044e+25,-10.065425,4.9561195e-17,6.8936605
1024,-1.8936005,971,3.768877,999.0,-5.227856,1.5,-17.021221,-3.768877,,14400710.0,,-10.0,971,0.14999999,970029,1.2581117e-10,37.92892,6693.686,-28.953768,3.40748e+26,-1.0,-1.8355508,inf,,999,7802.848158359528,3.639837e+25,-10.249003,4.9612268e-17,6.8936005
1024,-1.893779,972,3.768877,999.0,-5.2288857,1.5,-12.83777,-3.768877,,210590.22,,-10.0,972,0.14999999,971028,1.2555242e-10,37.92892,6700.753,-28.93746,3.4109395e+26,-1.0,-2.0671716,inf,,999,7807.013927698135,3.6397723e+25,-8.357616,4.966339e-17,6.893779
1024,-1.893913,973,3.768877,999.0,-5.229914,1.5,-62.142426,-3.768877,,1.3369971e+26,,-10.0,973,0.14999999,972027,1.2529448e-10,37.92892,6707.7773,-28.971865,3.4144023e+26,-1.0,-2.0241196,inf,,999,7811.052047967911,3.653442e+25,-13.387115,4.971457e-17,6.8939133
1024,-1.8935822,974,3.768877,999.0,-5.2309413,1.5,-62.14345,-3.768877,,1.4747812e+26,,-10.0,974,0.14999999,973026,1.2503733e-10,37.92892,6714.349,-29.006216,3.4178685e+26,-1.0,-1.5718516,inf,,999,7815.186071157455,3.6685146e+25,-9.071185,4.976561e-17,6.8935823
1024,-1.8925418,975,3.768877,999.0,-5.2319674,1.5,-55.776726,-3.768877,,4.0237546e+22,,-10.0,975,0.14999999,974025,1.2478098e-10,37.92892,6720.2285,-29.033955,3.4213383e+26,-1.0,-0.8790717,inf,,999,7819.426604986191,3.6684533e+25,-11.9258585,4.9816704e-17,6.892542
1024,-1.8923492,976,3.768877,999.0,-5.2329926,1.5,-19.246235,-3.768877,,123750216.0,,-10.0,976,0.14999999,975024,1.2452542e-10,37.92892,6726.9326,-29.024199,3.4248118e+26,-1.0,-1.7046844,inf,,999,7823.491300821304,3.6683905e+25,-9.666102,4.986785e-17,6.8923492
1024,-1.8932118,977,3.768877,999.0,-5.2340164,1.5,-55.83312,-3.768877,,1.6250812e+23,,-10.0,977,0.14999999,976023,1.2427062e-10,37.92892,6734.668,-29.051908,3.428263e+26,-1.0,-2.735138,inf,,999,7827.587580442429,3.668347e+25,-13.147492,4.9918858e-17,6.893212
1024,-1.8935006,978,3.768877,999.0,-5.2350397,1.5,-62.147552,-3.768877,,2.3216882e+26,,-10.0,978,0.14999999,977022,1.2401662e-10,37.92892,6741.8438,-29.08603,3.431743e+26,-1.0,-2.1754372,inf,,999,7832.066854000092,3.692019e+25,-11.03916,4.9969918e-17,6.8935003
1024,-1.8939759,979,3.768877,999.0,-5.2360616,1.5,1.1823583,-3.768877,,0.13116595,,-10.0,979,0.14999999,978021,1.2376339e-10,37.92892,6749.202,-29.055407,3.435201e+26,-1.0,-2.3588681,inf,,999,7836.23250412941,3.6919546e+25,-10.65319,5.002103e-17,6.8939757
1024,-1.8936417,980,3.768877,999.0,-5.2370825,1.5,0.3880327,-3.768877,,0.37688762,,-10.0,980,0.14999999,979020,1.2351094e-10,37.92892,6755.769,-29.025633,3.4386624e+26,-1.0,-1.5665594,inf,,999,7840.182256937027,3.6918825e+25,-12.347189,5.0072194e-17,6.8936415
1024,-1.8935579,981,3.768877,999.0,-5.2381024,1.5,-40.14762,-3.768877,,1.2435485e+17,,-10.0,981,0.14999999,980019,1.2325925e-10,37.92892,6762.58,-29.037249,3.442127e+26,-1.0,-1.8113782,inf,,999,7844.15539598465,3.6918232e+25,-10.272055,5.012322e-17,6.893558
1024,-1.8933583,982,3.768877,999.0,-5.239121,1.5,-7.7218885,-3.768877,,1293.2598,,-10.0,982,0.14999999,981018,1.2300835e-10,37.92892,6769.278,-29.015814,3.445595e+26,-1.0,-1.6976417,inf,,999,7848.144548654556,3.6917575e+25,-11.306717,5.0174298e-17,6.893358
1024,-1.8931779,983,3.768877,999.0,-5.240139,1.5,-0.8634921,-3.768877,,1.5553609,,-10.0,983,0.14999999,982017,1.2275823e-10,37.92892,6775.994,-28.987453,3.449067e+26,-1.0,-1.7159418,inf,,999,7852.135307073593,3.6916936e+25,-13.094275,5.0225427e-17,6.893178
